40.5085539,-106.9107648
40.4726225,-106.818854
43.6582644,-79.3413272
40.4787595,-106.8190159
40.3079034,-106.8809084
40.2994911,-106.8858444
40.4726225,-106.818854
55.8925865,-4.3499383
40.4763635,-106.8199775
40.3398313,-106.856333
39.617407,-104.9014339
40.4778922,-106.8137005
40.4808233,-106.8102536
40.4447499,-106.8026012
40.5323894,-106.8238027
28.0916253,-82.7636509
40.4443313,-106.8020356
40.4743712,-106.8288306
43.2629712,-79.8663028
40.5082117,-106.9051733
40.5104033,-106.9111674
39.7563619,-105.0031001
40.5094701,-106.9048467
32.8131984,-97.0016008
40.5060015,-106.9086607
36.0976362,-81.8515437
40.360794,-106.874273
40.444648,-106.8040773
40.8495757,-72.4567966
40.4672977,-106.821184
40.4485584,-106.7964757
40.4800724,-106.8250971
40.5029068,-106.9050279
39.9010986,-86.1040992
40.4380594,-105.3441339
39.5227861,-104.7856188
40.5068845,-106.910153
40.4853484,-106.8443254
40.5018827,-106.8479729
40.4745672,-106.8184137
40.5037891,-106.9043302
40.3269988,-106.8829168
40.5394757,-106.8891554
40.9045706,-74.3717182
37.3061582,-81.2637509
40.47836,-106.8139255
40.5018827,-106.8479729
40.4803633,-106.8206917
40.5695231,-106.910983
40.33195,-106.858482
36.0119779,-83.8189552
40.4735212,-106.8228686
41.2483492,-95.933022
40.5117986,-106.9047646
40.5455207,-106.8712197
40.3079034,-106.8809084
40.647712,-106.9860154
40.5717526,-106.9123406
35.0768141,-80.6692352
41.7088059,-86.891062
40.4645519,-106.8103942
40.5129128,-106.9019765
40.4453077,-106.8042644
40.4481257,-106.799752
40.4690388,-106.8214443
